	icd9_code	short_title	long_title	count
1920	80100	Clos skull base fracture	Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness	24
1921	2638	Protein-cal malnutr NEC	Other protein-calorie malnutrition	24
1922	V4361	Joint replaced shoulder	Shoulder joint replacement	24
1923	3071	Anorexia nervosa	Anorexia nervosa	24
1924	71591	Osteoarthros NOS-shlder	Osteoarthrosis, unspecified whether generalized or localized, shoulder region	24
1925	25003	DMI wo cmp uncntrld	Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled	24
1926	87349	Open wound of face NEC	Open wound of other and multiple sites of face, without mention of complication	24
1927	1104	Dermatophytosis of foot	Dermatophytosis of foot	23
1928	20210	Mycs fng unsp xtrndl org	Mycosis fungoides, unspecified site, extranodal and solid organ sites	23
1929	53170	Chr stomach ulcer NOS	Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction	23
1930	77212	NB intraven hem,grade ii	Intraventricular hemorrhage, grade II	23
1931	48240	Staphylococcal pneu NOS	Pneumonia due to Staphylococcus, unspecified	23
1932	E9530	Injury-hanging	Suicide and self-inflicted injury by hanging	23
1933	7515	Intestinal anomaly NEC	Other anomalies of intestine	23
1934	V174			23
1935	9698	Poison-psychotropic NEC	Poisoning by other specified psychotropic agents	23
1936	58389	Nephritis NEC	Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney	23
1937	44629	Hypersensit angiitis NEC	Other specified hypersensitivity angiitis	23
1938	77213	NB intravn hem,grade iii	Intraventricular hemorrhage, grade III	23
1939	9054	Late effect leg fx	Late effect of fracture of lower extremities	23
1940	29624	Depr psychos-sev w psych	Major depressive affective disorder, single episode, severe, specified as with psychotic behavior	23
1941	3009	Nonpsychotic disord NOS	Unspecified nonpsychotic mental disorder	23
1942	7827	Spontaneous ecchymoses	Spontaneous ecchymoses	23
1943	E9803	Undeterm pois-psychotrop	Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted	23
1944	6825	Cellulitis of buttock	Cellulitis and abscess of buttock	23
1945	82301	Fx upper end fibula-clos	Closed fracture of upper end of fibula alone	23
1946	V8536	BMI 36.0-36.9,adult	Body Mass Index 36.0-36.9, adult	23
1947	42653	Bilat bb block NEC	Other bilateral bundle branch block	23
1948	59969	Urinary obstruction NEC	Urinary obstruction, not elsewhere classified	23
1949	43321	Ocl vrtb art w infrct	Occlusion and stenosis of vertebral artery with cerebral infarction	23
1950	82392	Fx tibia w fib NOS-open	Open fracture of unspecified part of fibula with tibia	23
1951	38589	Dis mid ear/mastoid NEC	Other disorders of middle ear and mastoid	23
1952	8242	Fx lateral malleolus-cl	Fracture of lateral malleolus, closed	23
1953	4281	Left heart failure	Left heart failure	23
1954	V6549	Other specfd counseling	Other specified counseling	23
1955	44281	Aneurysm of neck	Aneurysm of artery of neck	23
1956	3315	Norml pressure hydroceph	Idiopathic normal pressure hydrocephalus (INPH)	23
1957	9993			23
1958	6959	Erythematous cond NOS	Unspecified erythematous condition	23
1959	73314	Path fx neck of femur	Pathologic fracture of neck of femur	23
1960	71965	Joint symptom NEC-pelvis	Other symptoms referable to joint, pelvic region and thigh	23
1961	08881	Lyme disease	Lyme Disease	23
1962	79094	Euthyroid sick syndrome	Euthyroid sick syndrome	23
1963	78469	Symbolic dysfunction NEC	Other symbolic dysfunction	23
1964	4809	Viral pneumonia NOS	Viral pneumonia, unspecified	23
1965	7701			23
1966	7910	Proteinuria	Proteinuria	23
1967	34541	Psymotr epil w intr epil	Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy	23
1968	53084	Tracheoesophageal fstula	Tracheoesophageal fistula	23
1969	80609	C5-c7 fx-cl/cord inj NEC	Closed fracture of C5-C7 level with other specified spinal cord injury	23
1970	52809	Stomatits & mucosits NEC	Other stomatitis and mucositis (ulcerative)	23
1971	86229	Intrathoracic inj NEC-cl	Injury to other specified intrathoracic organs without mention of open wound into cavity	23
1972	80625	T7-t12 fx-cl/crd inj NOS	Closed fracture of T7-T12 level with unspecified spinal cord injury	23
1973	78831	Urge incontinence	Urge incontinence	22
1974	325	Phlebitis intrcran sinus	Phlebitis and thrombophlebitis of intracranial venous sinuses	22
1975	70701	Pressure ulcer, elbow	Pressure ulcer, elbow	22
1976	8605	Traum pneumohemothor-opn	Traumatic pneumohemothorax with open wound into thorax	22
1977	7104	Polymyositis	Polymyositis	22
1978	1562	Mal neo ampulla of vater	Malignant neoplasm of ampulla of vater	22
1979	44389	Periph vascular dis NEC	Other specified peripheral vascular diseases	22
1980	20200	Ndlr lym unsp xtrndl org	Nodular lymphoma, unspecified site, extranodal and solid organ sites	22
1981	78821	Incmplet bldder emptying	Incomplete bladder emptying	22
1982	2911	Alcohol amnestic disordr	Alcohol-induced persisting amnestic disorder	22
1983	45383	Ac emblsm up ext NOS	Acute venous embolism and thrombosis of upper extremity, unspecified	22
1984	36281	Retinal hemorrhage	Retinal hemorrhage	22
1985	80102	Cl skul base fx-brf coma	Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness	22
1986	V556	Atten to urinostomy NEC	Attention to other artificial opening of urinary tract	22
1987	6983	Lichenification	Lichenification and lichen simplex chronicus	22
1988	55010	Unilat ing hernia w obst	Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified (not specified as recurrent)	22
1989	8900	Open wound of hip/thigh	Open wound of hip and thigh, without mention of complication	22
1990	81500	Fx metacarpal NOS-closed	Closed fracture of metacarpal bone(s), site unspecified	22
1991	5528	Hernia, site NEC w obstr	Hernia of other specified sites, with obstruction	22
1992	3019	Personality disorder NOS	Unspecified personality disorder	22
1993	E8704	Acc cut/hem w scope exam	Accidental cut, puncture, perforation or hemorrhage during endoscopic examination	22
1994	55329	Ventral hernia NEC	Other ventral hernia without mention of obstruction or gangrene	22
1995	436	Cva	Acute, but ill-defined, cerebrovascular disease	22
1996	7511	Atresia small intestine	Atresia and stenosis of small intestine	22
1997	64891	Oth curr cond-delivered	Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition	22
1998	1966	Mal neo lymph-intrapelv	Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes	22
1999	5959	Cystitis NOS	Cystitis, unspecified	22
2000	V171	Family hx-stroke	Family history of stroke (cerebrovascular)	22
2001	47875	Laryngeal spasm	Laryngeal spasm	22
2002	5734	Hepatic infarction	Hepatic infarction	22
2003	E8494	Accid in recreation area	Accidents occurring in place for recreation and sport	22
2004	51901	Tracheostomy infection	Infection of tracheostomy	22
2005	34202	Flccd hmiplg nondmnt sde	Flaccid hemiplegia and hemiparesis affecting nondominant side	22
2006	6256	Fem stress incontinence	Stress incontinence, female	22
2007	2690	Deficiency of vitamin k	Deficiency of vitamin K	22
2008	5935	Hydroureter	Hydroureter	22
2009	47824	Retropharyngeal abscess	Retropharyngeal abscess	22
2010	57471	Gall&bil cal w/oth w obs	Calculus of gallbladder and bile duct with other cholecystitis, with obstruction	22
2011	2550	Cushing's syndrome	Cushing's syndrome	21
2012	97081	Poisoning by cocaine	Poisoning by cocaine	21
2013	36202	Prolif diab retinopathy	Proliferative diabetic retinopathy	21
2014	V4512	Noncmplnt w renal dialys	Noncompliance with renal dialysis	21
2015	5401	Abscess of appendix	Acute appendicitis with peritoneal abscess	21
2016	81301	Fx olecran proc ulna-cl	Closed fracture of olecranon process of ulna	21
2017	81220	Fx humerus NOS-closed	Closed fracture of unspecified part of humerus	21
2018	34511	Gen cnv epil w intr epil	Generalized convulsive epilepsy, with intractable epilepsy	21
2019	57490	Gall&bil cal w/o cho w/o	Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction	21
2020	43821	Late ef-hemplga dom side	Late effects of cerebrovascular disease, hemiplegia affecting dominant side	21
2021	99799	Surg compl-body syst NEC	Complications affecting other specified body systems, not elsewhere classified	21
2022	5362	Persistent vomiting	Persistent vomiting	21
2023	90089	Inj head/neck vessel NEC	Injury to other specified blood vessels of head and neck	21
2024	E8500	Acc poison-heroin	Accidental poisoning by heroin	21
2025	1504	Mal neo middle 3rd esoph	Malignant neoplasm of middle third of esophagus	21
2026	2971	Delusional disorder	Delusional disorder	21
2027	9110	Abrasion trunk	Abrasion or friction burn of trunk, without mention of infection	21
2028	99809	Postop shock, other	Postoperative shock, other	21
2029	27400	Gouty arthropathy NOS	Gouty arthropathy, unspecified	21
2030	4294	Hrt dis postcardiac surg	Functional disturbances following cardiac surgery	21
2031	53250	Chr duoden ulcer w perf	Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction	21
2032	2181	Intramural leiomyoma	Intramural leiomyoma of uterus	21
2033	86813	Peritoneum injury-open	Injury to other intra-abdominal organs with open wound into cavity, peritoneum	21
2034	2537	Iatrogenic pituitary dis	Iatrogenic pituitary disorders	21
2035	7626	Umbil cond NEC aff NB	Other and unspecified conditions of umbilical cord affecting fetus or newborn	21
2036	V4971	Status amput great toe	Great toe amputation status	21
2037	80604	C1-c4 fx-cl/cord inj NEC	Closed fracture of C1-C4 level with other specified spinal cord injury	21
2038	7703	NB pulmonary hemorrhage	Pulmonary hemorrhage	21
2039	4536	Embl suprfcl ves low ext	Venous embolism and thrombosis of superficial vessels of lower extremity	21
2040	78003	Persistent vegtv state	Persistent vegetative state	21
2041	78904	Abdmnal pain lt lwr quad	Abdominal pain, left lower quadrant	21
2042	07020	Hpt B acte coma wo dlta	Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta	21
2043	0543	Herpetic encephalitis	Herpetic meningoencephalitis	21
2044	8601	Traum pneumothorax-open	Traumatic pneumothorax with open wound into thorax	21
2045	99631	Malfunc urethral cath	Mechanical complication due to urethral (indwelling) catheter	21
2046	V4984	Bed confinement status	Bed confinement status	21
2047	4738	Chronic sinusitis NEC	Other chronic sinusitis	21
2048	57461	Gall&bil cal w/ac w obs	Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction	21
2049	33385	Subac dyskinesa d/t drug	Subacute dyskinesia due to drugs	21
2050	E8191	Traffic acc NOS-pasngr	Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle	21
2051	96909	Pois antidepressants NEC	Poisoning by other antidepressants	21
2052	66612	Postpa hem NEC-del w p/p	Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication	21
2053	7512	Atresia large intestine	Atresia and stenosis of large intestine, rectum, and anal canal	21
2054	V5489	Orthopedic aftercare NEC	Other orthopedic aftercare	21
2055	1129	Candidiasis site NOS	Candidiasis of unspecified site	21
2056	64824	Anemia-postpartum	Anemia of mother, postpartum condition or complication	21
2057	28804	Neutropenia d/t infectn	Neutropenia due to infection	21
2058	48249	Staph pneumonia NEC	Other Staphylococcus pneumonia	21
2059	74685	Coronary artery anomaly	Coronary artery anomaly	21
2060	76409	Lt-for-dates 2500+g	"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over"	21
2061	2894	Hypersplenism	Hypersplenism	21
2062	59651	Hypertonicity of bladder	Hypertonicity of bladder	21
2063	5964	Atony of bladder	Atony of bladder	20
2064	5163			20
2065	99642	Dislocate prosthetic jt	Dislocation of prosthetic joint	20
2066	99644	Periprosthetc fx-pros jt	Peri-prosthetic fracture around prosthetic joint	20
2067	80116	Cl skul base fx-coma NOS	Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration	20
2068	99652	Oth tissue graft malfunc	Mechanical complication due to graft of other tissue, not elsewhere classified	20
2069	1540	Mal neo rectosigmoid jct	Malignant neoplasm of rectosigmoid junction	20
2070	E888			20
2071	2704	Sulph amino-acid met dis	Disturbances of sulphur-bearing amino-acid metabolism	20
2072	1729	Malig melanoma skin NOS	Melanoma of skin, site unspecified	20
2073	E9301	Adv eff antifung antbiot	Antifungal antibiotics causing adverse effects in therapeutic use	20
2074	7560	Anomal skull/face bones	Anomalies of skull and face bones	20
2075	81305	Fx radius head-closed	Closed fracture of head of radius	20
2076	55220	Obstr ventral hernia NOS	Ventral, unspecified, hernia with obstruction	20
2077	5538	Hernia NEC	Hernia of other specified sites without mention of obstruction or gangrene	20
2078	3568	Idio periph neurpthy NEC	Other specified idiopathic peripheral neuropathy	20
2079	2469	Disorder of thyroid NOS	Unspecified disorder of thyroid	20
2080	2443	Iatrogen hypothyroid NEC	Other iatrogenic hypothyroidism	20
2081	56781	Choleperitonitis	Choleperitonitis	20
2082	7092	Scar & fibrosis of skin	Scar conditions and fibrosis of skin	20
2083	4801	Resp syncyt viral pneum	Pneumonia due to respiratory syncytial virus	20
2084	8404	Sprain rotator cuff	Rotator cuff (capsule) sprain	20
2085	47832	Vocal paral unilat total	Unilateral paralysis of vocal cords or larynx, complete	20
2086	V425	Cornea transplant status	Cornea replaced by transplant	20
2087	V8538	BMI 38.0-38.9,adult	Body Mass Index 38.0-38.9, adult	20
2088	3419	Cns demyelination NOS	Demyelinating disease of central nervous system, unspecified	20
2089	E8130	Mv-oth veh coll-driver	Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle	20
2090	85185	Brain lac NEC-deep coma	Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level	20
2091	7422	Reduction deform, brain	Congenital reduction deformities of brain	20
2092	8603	Traum hemothorax-open	Traumatic hemothorax with open wound into thorax	20
2093	28411	Antin chemo indcd pancyt	Antineoplastic chemotherapy induced pancytopenia	20
